*------------------------------------*
NEWD!P!0!templateshirt.JPG!skinAlan.jpg!shortsblue.jpg!shoesgreen.jpg!Alan.jpg!(26.419708, 4.0, -10.254875)
NEWD!A!1!shirtyellowbob.jpg!skinBob.jpg!shortsblue.jpg!shoesgreen.jpg!Bob.jpg!(7.134018, 4.0, -3.4332237)
NEWD!A!2!shirtyellowcarl.jpg!skinCarl.jpg!shortsblue.jpg!shoesgreen.jpg!Carl.jpg!(-20.08528, 4.0, 16.634064)
NEWD!A!3!shirtyellowalan.jpg!skinAlan.jpg!shortsblue.jpg!shoesgreen.jpg!Alan.jpg!(-12.630743, 4.0, 1.0160255)
NEWD!A!4!templateshirt.JPG!skinBob.jpg!shortsblue.jpg!shoesgreen.jpg!Bob.jpg!(31.188646, 4.0, -27.143763)
NEWD!A!5!templateshirt.JPG!skinCarl.jpg!shortsblue.jpg!shoesgreen.jpg!Carl.jpg!(8.540983, 4.0, -10.629776)
0$B(0.0, -4.1499996, 0.0)$0P$(26.419708, 4.0, -10.254875)$258.07$leftShoulderJoint:(0.5096054, -0.8190238, -2.9742472E-8, 0.26363277);leftElbowJoint:(0.094918676, -0.26874703, 3.4160497E-8, 0.95852256);rightShoulderJoint:(-0.70354813, 0.6833332, 1.0647465E-7, 0.19512987);rightElbowJoint:(0.07100155, -0.14319642, 1.8205292E-9, 0.9871442);$0.0$1A$(7.134018, 4.0, -3.4332237)$109.72355$0$4.0$2A$(-20.08528, 4.0, 16.634064)$120.280334$0$4.0$3A$(-12.630743, 4.0, 1.0160255)$106.343475$0$4.0$4A$(31.188646, 4.0, -27.143763)$282.33316$0$0.0$5A$(8.540983, 4.0, -10.629776)$260.3942$0$0.0$
2473$B(9.603687, 3.7265792, -14.071438)$0P$(11.104787, 4.078497, -14.429588)$324.4672$leftShoulderJoint:(0.25447652, 0.11596305, -3.1007392E-9, 0.9601012);leftElbowJoint:(-0.42204943, 0.18313944, -2.3278897E-8, 0.8878819);rightShoulderJoint:(-0.071789466, 0.18007699, 2.5540619E-8, 0.98102933);rightElbowJoint:(0.28981277, 0.26521665, 7.4310007E-9, 0.91960245);$10.0$1A$(7.9577813, 4.0779347, -16.317503)$13.442684$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.093521, 4.074994, -30.958721)$252.64719$0$4.0$4A$(14.928748, 4.077168, -33.204754)$259.5808$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2474$B(9.536012, 3.7263103, -13.997816)$0P$(11.104787, 4.078497, -14.429588)$324.4672$leftShoulderJoint:(0.25447652, 0.11596305, -3.1007392E-9, 0.9601012);leftElbowJoint:(-0.42204943, 0.18313944, -2.3278897E-8, 0.8878819);rightShoulderJoint:(-0.071789466, 0.18007699, 2.5540619E-8, 0.98102933);rightElbowJoint:(0.28981277, 0.26521665, 7.4310007E-9, 0.91960245);$10.0$1A$(7.9577813, 4.0779347, -16.317503)$12.809187$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.093521, 4.074994, -30.958721)$252.64719$0$4.0$4A$(14.928748, 4.077168, -33.204754)$258.94733$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2475$B(9.536012, 3.7263103, -13.997816)$0P$(11.104787, 4.078497, -14.429588)$324.4672$leftShoulderJoint:(0.25447652, 0.11596305, -3.1007392E-9, 0.9601012);leftElbowJoint:(-0.42204943, 0.18313944, -2.3278897E-8, 0.8878819);rightShoulderJoint:(-0.071789466, 0.18007699, 2.5540619E-8, 0.98102933);rightElbowJoint:(0.28981277, 0.26521665, 7.4310007E-9, 0.91960245);$10.0$1A$(7.9577813, 4.0779347, -16.317503)$11.895162$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.093521, 4.074994, -30.958721)$252.64719$0$4.0$4A$(14.928748, 4.077168, -33.204754)$258.94733$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2476$B(9.536012, 3.7263103, -13.997816)$0P$(11.104787, 4.078497, -14.429588)$323.9671$leftShoulderJoint:(0.25447652, 0.11596305, -3.1007392E-9, 0.9601012);leftElbowJoint:(-0.42204943, 0.18313944, -2.3278897E-8, 0.8878819);rightShoulderJoint:(-0.071789466, 0.18007699, 2.5540619E-8, 0.98102933);rightElbowJoint:(0.28981277, 0.26521665, 7.4310007E-9, 0.91960245);$10.0$1A$(7.9577813, 4.0779347, -16.317503)$11.022362$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.093521, 4.074994, -30.958721)$252.64719$0$4.0$4A$(14.928748, 4.077168, -33.204754)$258.07452$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2477$B(9.532303, 3.7263103, -14.011525)$0P$(11.104787, 4.078497, -14.429588)$323.40958$leftShoulderJoint:(0.25447652, 0.11596305, -3.1007392E-9, 0.9601012);leftElbowJoint:(-0.42204943, 0.18313944, -2.3278897E-8, 0.8878819);rightShoulderJoint:(-0.071789466, 0.18007699, 2.5540619E-8, 0.98102933);rightElbowJoint:(0.28981277, 0.26521665, 7.4310007E-9, 0.91960245);$10.0$1A$(7.9577813, 4.0779347, -16.317503)$10.049263$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.093521, 4.074994, -30.958721)$252.64719$0$4.0$4A$(14.928748, 4.077168, -33.204754)$257.10144$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2478$B(9.52831, 3.7263103, -14.026846)$0P$(11.03647, 4.0785007, -14.356562)$322.79514$leftShoulderJoint:(0.25447652, 0.11596305, -3.1007392E-9, 0.9601012);leftElbowJoint:(-0.42204943, 0.18313944, -2.3278897E-8, 0.8878819);rightShoulderJoint:(-0.071789466, 0.18007699, 2.5540619E-8, 0.98102933);rightElbowJoint:(0.28981277, 0.26521665, 7.4310007E-9, 0.91960245);$10.0$1A$(7.95775, 4.0779347, -16.31751)$8.976915$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.03193, 4.0749183, -30.973846)$252.64719$0$4.0$4A$(14.868624, 4.077205, -33.22433)$258.1738$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2479$B(9.455765, 3.7263145, -13.970749)$0P$(11.03647, 4.0785007, -14.356562)$322.39737$leftShoulderJoint:(0.25447652, 0.11596305, -3.1007392E-9, 0.9601012);leftElbowJoint:(-0.42204943, 0.18313944, -2.3278897E-8, 0.8878819);rightShoulderJoint:(-0.071789466, 0.18007699, 2.5540619E-8, 0.98102933);rightElbowJoint:(0.28981277, 0.26521665, 7.4310007E-9, 0.91960245);$10.0$1A$(7.95775, 4.0779347, -16.31751)$8.282665$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.03193, 4.0749183, -30.973846)$252.64719$0$4.0$4A$(14.868624, 4.077205, -33.22433)$258.86804$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2480$B(9.453125, 3.7263145, -13.981731)$0P$(11.03647, 4.0785007, -14.356562)$316.22565$leftShoulderJoint:(0.1971473, 0.22753939, 6.8035244E-10, 0.9536031);leftElbowJoint:(-0.7979813, 0.415271, -5.27852E-8, 0.43677905);rightShoulderJoint:(-0.0645075, 0.15822119, 2.2472495E-8, 0.9852943);rightElbowJoint:(0.17991434, 0.403371, 4.613128E-9, 0.89717484);$10.0$1A$(7.95775, 4.0779347, -16.31751)$7.661836$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.03193, 4.0749183, -30.973846)$252.64719$0$4.0$4A$(14.868624, 4.077205, -33.22433)$258.86804$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2481$B(9.1553955, 3.9954433, -13.9898615)$0P$(11.03647, 4.0785007, -14.356562)$315.8805$leftShoulderJoint:(0.1971473, 0.22753939, 6.8035244E-10, 0.9536031);leftElbowJoint:(-0.7979813, 0.415271, -5.27852E-8, 0.43677905);rightShoulderJoint:(-0.0645075, 0.15822119, 2.2472495E-8, 0.9852943);rightElbowJoint:(0.17991434, 0.403371, 4.613128E-9, 0.89717484);$10.0$1A$(7.95775, 4.0779347, -16.31751)$7.059415$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.03193, 4.0749183, -30.973846)$252.64719$0$4.0$4A$(14.868624, 4.077205, -33.22433)$258.26562$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2482$B(9.15322, 3.9954433, -14.0012)$0P$(10.965739, 4.0788, -14.2858715)$315.40707$leftShoulderJoint:(0.1971473, 0.22753939, 6.8035244E-10, 0.9536031);leftElbowJoint:(-0.7979813, 0.415271, -5.27852E-8, 0.43677905);rightShoulderJoint:(-0.0645075, 0.15822119, 2.2472495E-8, 0.9852943);rightElbowJoint:(0.17991434, 0.403371, 4.613128E-9, 0.89717484);$10.0$1A$(7.9577184, 4.0779347, -16.317518)$6.2331595$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(10.970405, 4.0748835, -30.989021)$252.64719$0$4.0$4A$(14.808602, 4.0772314, -33.244263)$257.43936$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2483$B(9.079617, 3.9957428, -13.946082)$0P$(10.965739, 4.0788, -14.2858715)$314.87463$leftShoulderJoint:(0.1971473, 0.22753939, 6.8035244E-10, 0.9536031);leftElbowJoint:(-0.7979813, 0.415271, -5.27852E-8, 0.43677905);rightShoulderJoint:(-0.0645075, 0.15822119, 2.2472495E-8, 0.9852943);rightElbowJoint:(0.17991434, 0.403371, 4.613128E-9, 0.89717484);$10.0$1A$(7.9577184, 4.0779347, -16.317518)$5.303876$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(10.970405, 4.0748835, -30.989021)$252.64719$0$4.0$4A$(14.808602, 4.0772314, -33.244263)$258.36865$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2484$B(9.07654, 3.9957433, -13.963625)$0P$(10.965739, 4.0788, -14.2858715)$314.36502$leftShoulderJoint:(0.1971473, 0.22753939, 6.8035244E-10, 0.9536031);leftElbowJoint:(-0.7979813, 0.415271, -5.27852E-8, 0.43677905);rightShoulderJoint:(-0.0645075, 0.15822119, 2.2472495E-8, 0.9852943);rightElbowJoint:(0.17991434, 0.403371, 4.613128E-9, 0.89717484);$10.0$1A$(7.9577184, 4.0779347, -16.317518)$4.4144177$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(10.970405, 4.0748835, -30.989021)$252.64719$0$4.0$4A$(14.808602, 4.0772314, -33.244263)$259.25812$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2485$B(9.07375, 3.9957428, -13.98044)$0P$(10.965739, 4.0788, -14.2858715)$313.81396$leftShoulderJoint:(0.1971473, 0.22753939, 6.8035244E-10, 0.9536031);leftElbowJoint:(-0.7979813, 0.415271, -5.27852E-8, 0.43677905);rightShoulderJoint:(-0.0645075, 0.15822119, 2.2472495E-8, 0.9852943);rightElbowJoint:(0.17991434, 0.403371, 4.613128E-9, 0.89717484);$10.0$1A$(7.9577184, 4.0779347, -16.317518)$3.452658$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(10.970405, 4.0748835, -30.989021)$252.64719$0$4.0$4A$(14.808602, 4.0772314, -33.244263)$259.25812$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2486$B(9.070899, 3.9957428, -13.998651)$0P$(10.892751, 4.0784907, -14.217515)$313.1654$leftShoulderJoint:(0.1971473, 0.22753939, 6.8035244E-10, 0.9536031);leftElbowJoint:(-0.7979813, 0.415271, -5.27852E-8, 0.43677905);rightShoulderJoint:(-0.0645075, 0.15822119, 2.2472495E-8, 0.9852943);rightElbowJoint:(0.17991434, 0.403371, 4.613128E-9, 0.89717484);$10.0$1A$(7.957687, 4.077935, -16.317526)$2.3206775$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(10.909134, 4.0750284, -31.004227)$252.64719$0$4.0$4A$(14.747102, 4.0769687, -33.260593)$259.25812$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2487$B(8.994781, 3.9954329, -13.951761)$0P$(10.892751, 4.0784907, -14.217515)$312.7004$leftShoulderJoint:(0.1971473, 0.22753939, 6.8035244E-10, 0.9536031);leftElbowJoint:(-0.7979813, 0.415271, -5.27852E-8, 0.43677905);rightShoulderJoint:(-0.0645075, 0.15822119, 2.2472495E-8, 0.9852943);rightElbowJoint:(0.17991434, 0.403371, 4.613128E-9, 0.89717484);$10.0$1A$(7.957687, 4.077935, -16.317526)$1.5091205$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(10.909134, 4.0750284, -31.004227)$252.64719$0$4.0$4A$(14.747102, 4.0769687, -33.260593)$260.06967$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2488$B(8.992687, 3.9954329, -13.967173)$0P$(10.892751, 4.0784907, -14.217515)$312.3369$leftShoulderJoint:(0.1971473, 0.22753939, 6.8035244E-10, 0.9536031);leftElbowJoint:(-0.7979813, 0.415271, -5.27852E-8, 0.43677905);rightShoulderJoint:(-0.0645075, 0.15822119, 2.2472495E-8, 0.9852943);rightElbowJoint:(0.17991434, 0.403371, 4.613128E-9, 0.89717484);$10.0$1A$(7.957687, 4.077935, -16.317526)$0.87471306$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(10.909134, 4.0750284, -31.004227)$252.64719$0$4.0$4A$(14.747102, 4.0769687, -33.260593)$260.70407$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2489$B(8.991137, 3.9954333, -13.979232)$0P$(10.817807, 4.0783854, -14.151307)$311.87485$leftShoulderJoint:(0.1971473, 0.22753939, 6.8035244E-10, 0.9536031);leftElbowJoint:(-0.7979813, 0.415271, -5.27852E-8, 0.43677905);rightShoulderJoint:(-0.0645075, 0.15822119, 2.2472495E-8, 0.9852943);rightElbowJoint:(0.17991434, 0.403371, 4.613128E-9, 0.89717484);$10.0$1A$(7.9576554, 4.077935, -16.317533)$0.0682655$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(10.847966, 4.075291, -31.01917)$253.45363$0$4.0$4A$(14.684105, 4.076968, -33.25455)$261.51053$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2490$B(8.914333, 3.995327, -13.928368)$0P$(10.817807, 4.0783854, -14.151307)$311.50366$leftShoulderJoint:(0.1971473, 0.22753939, 6.8035244E-10, 0.9536031);leftElbowJoint:(-0.7979813, 0.415271, -5.27852E-8, 0.43677905);rightShoulderJoint:(-0.0645075, 0.15822119, 2.2472495E-8, 0.9852943);rightElbowJoint:(0.17991434, 0.403371, 4.613128E-9, 0.89717484);$10.0$1A$(7.9576554, 4.077935, -16.317533)$359.4204$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(10.847966, 4.075291, -31.01917)$253.45363$0$4.0$4A$(14.684105, 4.076968, -33.25455)$260.86267$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2491$B(8.91293, 3.995328, -13.940703)$0P$(10.817807, 4.0783854, -14.151307)$311.0255$leftShoulderJoint:(0.1971473, 0.22753939, 6.8035244E-10, 0.9536031);leftElbowJoint:(-0.7979813, 0.415271, -5.27852E-8, 0.43677905);rightShoulderJoint:(-0.0645075, 0.15822119, 2.2472495E-8, 0.9852943);rightElbowJoint:(0.17991434, 0.403371, 4.613128E-9, 0.89717484);$10.0$1A$(7.9576554, 4.077935, -16.317533)$358.5859$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(10.847966, 4.075291, -31.01917)$253.45363$0$4.0$4A$(14.684105, 4.076968, -33.25455)$260.02817$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2492$B(8.911238, 3.9953284, -13.956608)$0P$(10.817807, 4.0783854, -14.151307)$310.48636$leftShoulderJoint:(0.1971473, 0.22753939, 6.8035244E-10, 0.9536031);leftElbowJoint:(-0.7979813, 0.415271, -5.27852E-8, 0.43677905);rightShoulderJoint:(-0.0645075, 0.15822119, 2.2472495E-8, 0.9852943);rightElbowJoint:(0.17991434, 0.403371, 4.613128E-9, 0.89717484);$10.0$1A$(7.9576554, 4.077935, -16.317533)$357.64487$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(10.847966, 4.075291, -31.01917)$253.45363$0$4.0$4A$(14.684105, 4.076968, -33.25455)$260.9692$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2493$B(8.909491, 3.995327, -13.974557)$0P$(10.817807, 4.0783854, -14.151307)$309.96368$leftShoulderJoint:(0.1971473, 0.22753939, 6.8035244E-10, 0.9536031);leftElbowJoint:(-0.7979813, 0.415271, -5.27852E-8, 0.43677905);rightShoulderJoint:(-0.0645075, 0.15822119, 2.2472495E-8, 0.9852943);rightElbowJoint:(0.17991434, 0.403371, 4.613128E-9, 0.89717484);$10.0$1A$(7.9576554, 4.077935, -16.317533)$356.73267$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(10.847966, 4.075291, -31.01917)$253.45363$0$4.0$4A$(14.684105, 4.076968, -33.25455)$261.8814$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2494$B(8.907957, 3.995328, -13.991972)$0P$(10.740362, 4.0786, -14.088043)$309.31787$leftShoulderJoint:(0.1971473, 0.22753939, 6.8035244E-10, 0.9536031);leftElbowJoint:(-0.7979813, 0.415271, -5.27852E-8, 0.43677905);rightShoulderJoint:(-0.0645075, 0.15822119, 2.2472495E-8, 0.9852943);rightElbowJoint:(0.17991434, 0.403371, 4.613128E-9, 0.89717484);$10.0$1A$(7.957624, 4.077935, -16.317541)$355.60553$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(10.785748, 4.075083, -31.032312)$254.58078$0$4.0$4A$(14.620997, 4.076972, -33.249866)$260.75427$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2495$B(8.828838, 3.9955425, -13.950245)$0P$(10.740362, 4.0786, -14.088043)$308.94498$leftShoulderJoint:(0.1971473, 0.22753939, 6.8035244E-10, 0.9536031);leftElbowJoint:(-0.7979813, 0.415271, -5.27852E-8, 0.43677905);rightShoulderJoint:(-0.0645075, 0.15822119, 2.2472495E-8, 0.9852943);rightElbowJoint:(0.17991434, 0.403371, 4.613128E-9, 0.89717484);$10.0$1A$(7.957624, 4.077935, -16.317541)$354.95468$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(10.785748, 4.075083, -31.032312)$255.23163$0$4.0$4A$(14.620997, 4.076972, -33.249866)$260.10342$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2496$B(8.827981, 3.9955425, -13.962688)$0P$(10.740362, 4.0786, -14.088043)$308.58356$leftShoulderJoint:(0.1971473, 0.22753939, 6.8035244E-10, 0.9536031);leftElbowJoint:(-0.7979813, 0.415271, -5.27852E-8, 0.43677905);rightShoulderJoint:(-0.0645075, 0.15822119, 2.2472495E-8, 0.9852943);rightElbowJoint:(0.17991434, 0.403371, 4.613128E-9, 0.89717484);$10.0$1A$(7.957624, 4.077935, -16.317541)$354.3239$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(10.785748, 4.075083, -31.032312)$255.23163$0$4.0$4A$(14.620997, 4.076972, -33.249866)$260.7342$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2497$B(8.827229, 3.9955425, -13.974754)$0P$(10.740362, 4.0786, -14.088043)$308.24188$leftShoulderJoint:(0.1971473, 0.22753939, 6.8035244E-10, 0.9536031);leftElbowJoint:(-0.7979813, 0.415271, -5.27852E-8, 0.43677905);rightShoulderJoint:(-0.0645075, 0.15822119, 2.2472495E-8, 0.9852943);rightElbowJoint:(0.17991434, 0.403371, 4.613128E-9, 0.89717484);$10.0$1A$(7.957624, 4.077935, -16.317541)$353.72757$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(10.785748, 4.075083, -31.032312)$255.23163$0$4.0$4A$(14.620997, 4.076972, -33.249866)$261.33054$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2498$B(8.826588, 3.9955425, -13.986165)$0P$(10.660859, 4.078474, -14.027387)$307.82452$leftShoulderJoint:(0.1971473, 0.22753939, 6.8035244E-10, 0.9536031);leftElbowJoint:(-0.7979813, 0.415271, -5.27852E-8, 0.43677905);rightShoulderJoint:(-0.0645075, 0.15822119, 2.2472495E-8, 0.9852943);rightElbowJoint:(0.17991434, 0.403371, 4.613128E-9, 0.89717484);$10.0$1A$(7.9575925, 4.0779357, -16.317549)$352.99908$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(10.723768, 4.075316, -31.043644)$255.9601$0$4.0$4A$(14.557506, 4.076791, -33.25202)$261.33054$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2499$B(8.746392, 3.9954162, -13.939451)$0P$(10.660859, 4.078474, -14.027387)$307.3906$leftShoulderJoint:(0.1971473, 0.22753939, 6.8035244E-10, 0.9536031);leftElbowJoint:(-0.7979813, 0.415271, -5.27852E-8, 0.43677905);rightShoulderJoint:(-0.0645075, 0.15822119, 2.2472495E-8, 0.9852943);rightElbowJoint:(0.17991434, 0.403371, 4.613128E-9, 0.89717484);$10.0$1A$(7.9575925, 4.0779357, -16.317549)$352.24176$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(10.723768, 4.075316, -31.043644)$255.9601$0$4.0$4A$(14.557506, 4.076791, -33.25202)$260.5732$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2500$B(8.745782, 3.9954166, -13.953953)$0P$(10.660859, 4.078474, -14.027387)$306.84662$leftShoulderJoint:(0.1971473, 0.22753939, 6.8035244E-10, 0.9536031);leftElbowJoint:(-0.7979813, 0.415271, -5.27852E-8, 0.43677905);rightShoulderJoint:(-0.0645075, 0.15822119, 2.2472495E-8, 0.9852943);rightElbowJoint:(0.17991434, 0.403371, 4.613128E-9, 0.89717484);$10.0$1A$(7.9575925, 4.0779357, -16.317549)$351.29233$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(10.723768, 4.075316, -31.043644)$255.9601$0$4.0$4A$(14.557506, 4.076791, -33.25202)$259.62378$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2501$B(8.745171, 3.9954166, -13.972138)$0P$(10.660859, 4.078474, -14.027387)$306.2409$leftShoulderJoint:(0.1971473, 0.22753939, 6.8035244E-10, 0.9536031);leftElbowJoint:(-0.7979813, 0.415271, -5.27852E-8, 0.43677905);rightShoulderJoint:(-0.0645075, 0.15822119, 2.2472495E-8, 0.9852943);rightElbowJoint:(0.17991434, 0.403371, 4.613128E-9, 0.89717484);$10.0$1A$(7.9575925, 4.0779357, -16.317549)$350.23517$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(10.723768, 4.075316, -31.043644)$255.9601$0$4.0$4A$(14.557506, 4.076791, -33.25202)$258.56662$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2502$B(8.744694, 3.9954166, -13.992393)$0P$(10.579554, 4.078364, -13.969168)$305.756$leftShoulderJoint:(0.1971473, 0.22753939, 6.8035244E-10, 0.9536031);leftElbowJoint:(-0.7979813, 0.415271, -5.27852E-8, 0.43677905);rightShoulderJoint:(-0.0645075, 0.15822119, 2.2472495E-8, 0.9852943);rightElbowJoint:(0.17991434, 0.403371, 4.613128E-9, 0.89717484);$10.0$1A$(7.957571, 4.077941, -16.317558)$349.3889$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(10.661509, 4.075471, -31.053951)$255.9601$0$4.0$4A$(14.499973, 4.076976, -33.277786)$259.4129$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2503$B(8.663161, 3.995306, -13.950391)$0P$(10.579554, 4.078364, -13.969168)$305.38522$leftShoulderJoint:(0.1971473, 0.22753939, 6.8035244E-10, 0.9536031);leftElbowJoint:(-0.7979813, 0.415271, -5.27852E-8, 0.43677905);rightShoulderJoint:(-0.0645075, 0.15822119, 2.2472495E-8, 0.9852943);rightElbowJoint:(0.17991434, 0.403371, 4.613128E-9, 0.89717484);$10.0$1A$(7.957571, 4.077941, -16.317558)$348.74173$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(10.661509, 4.075471, -31.053951)$255.9601$0$4.0$4A$(14.499973, 4.076976, -33.277786)$260.06006$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2504$B(8.663079, 3.9953065, -13.962793)$0P$(10.579554, 4.078364, -13.969168)$298.70593$leftShoulderJoint:(0.16755016, 0.32179007, 3.4527883E-9, 0.9318681);leftElbowJoint:(-0.9331964, 0.120632164, -1.5333582E-8, 0.33851492);rightShoulderJoint:(-0.053600177, 0.12740105, 1.81318E-8, 0.9904019);rightElbowJoint:(0.03154891, 0.50510985, 8.089359E-10, 0.8624782);$10.0$1A$(7.957571, 4.077941, -16.317558)$348.1286$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(10.661509, 4.075471, -31.053951)$255.9601$0$4.0$4A$(14.499973, 4.076976, -33.277786)$259.44693$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2505$B(8.482151, 4.2545195, -14.36228)$0P$(10.579554, 4.078364, -13.969168)$298.36157$leftShoulderJoint:(0.18840952, 0.3021835, 2.5469244E-9, 0.9344447);leftElbowJoint:(-0.9188924, 0.19416076, -2.4679819E-8, 0.3434217);rightShoulderJoint:(-0.046776637, 0.14076978, 1.9758525E-8, 0.9889367);rightElbowJoint:(0.072726734, 0.5006407, 1.8647641E-9, 0.8625948);$10.0$1A$(7.957571, 4.077941, -16.317558)$347.5276$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(10.661509, 4.075471, -31.053951)$255.9601$0$4.0$4A$(14.499973, 4.076976, -33.277786)$258.84592$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
