*------------------------------------*
NEWD!P!0!templateshirt.JPG!skinAlan.jpg!shortsblue.jpg!shoesgreen.jpg!Alan.jpg!(28.33449, 4.0, 5.0551033)
NEWD!A!1!shirtyellowbob.jpg!skinBob.jpg!shortsblue.jpg!shoesgreen.jpg!Bob.jpg!(4.188759, 4.0, -49.317314)
NEWD!A!2!shirtyellowcarl.jpg!skinCarl.jpg!shortsblue.jpg!shoesgreen.jpg!Carl.jpg!(-25.907146, 4.0, -22.273657)
NEWD!A!3!shirtyellowalan.jpg!skinAlan.jpg!shortsblue.jpg!shoesgreen.jpg!Alan.jpg!(-15.410032, 4.0, 5.6521225)
NEWD!A!4!templateshirt.JPG!skinBob.jpg!shortsblue.jpg!shoesgreen.jpg!Bob.jpg!(42.169712, 4.0, -24.390009)
0$B(0.0, -4.1499996, 0.0)$0P$(28.33449, 4.0, 5.0551033)$274.539$leftShoulderJoint:(0.29368997, -0.93570536, -2.7521036E-8, 0.19545268);leftElbowJoint:(-0.029218147, -0.26376444, 3.352716E-8, 0.9641445);rightShoulderJoint:(-0.9336291, 0.31877473, 6.309012E-8, 0.16346104);rightElbowJoint:(-0.019697968, -0.15693101, -5.0506954E-10, 0.9874131);$0.0$1A$(4.188759, 4.0, -49.317314)$24.223923$0$4.0$2A$(-25.907146, 4.0, -22.273657)$63.2595$0$0.0$3A$(-15.410032, 4.0, 5.6521225)$90.78191$0$4.0$4A$(42.169712, 4.0, -24.390009)$278.01074$0$4.0$
5408$B(13.725686, 4.929757, 9.151858)$0P$(13.713413, 4.0784807, 9.323111)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.532555, 4.0764494, -19.568201)$312.02847$0$4.0$2A$(2.117935, 4.07693, -10.608524)$274.3656$0$4.0$3A$(16.72913, 4.0731487, 5.1482387)$285.90103$0$4.0$4A$(4.6072693, 4.035534, -9.6268635)$250.68951$0$0.0$5N$(15.217231, 4.078383, -11.255584)$309.1689$0$10.0$
5409$B(13.725686, 4.929757, 9.151858)$0P$(13.713413, 4.0784807, 9.323111)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.532555, 4.0764494, -19.568201)$312.02847$0$4.0$2A$(2.117935, 4.07693, -10.608524)$274.3656$0$4.0$3A$(16.72913, 4.0731487, 5.1482387)$285.90103$0$4.0$4A$(4.6072693, 4.035534, -9.6268635)$251.00398$0$4.0$5N$(15.217231, 4.078383, -11.255584)$309.1689$0$10.0$
5410$B(13.725686, 4.929757, 9.151858)$0P$(13.713413, 4.0784807, 9.323111)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.532555, 4.0764494, -19.568201)$312.02847$0$4.0$2A$(2.117935, 4.07693, -10.608524)$274.3656$0$4.0$3A$(16.72913, 4.0731487, 5.1482387)$285.90103$0$4.0$4A$(4.6072693, 4.035534, -9.6268635)$250.65675$0$4.0$5N$(15.217231, 4.078383, -11.255584)$309.1689$0$10.0$
5411$B(13.725686, 4.929757, 9.151858)$0P$(13.713413, 4.0784807, 9.323111)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.532555, 4.0764494, -19.568201)$312.02847$0$4.0$2A$(2.117935, 4.07693, -10.608524)$274.3656$0$4.0$3A$(16.72913, 4.0731487, 5.1482387)$285.90103$0$4.0$4A$(4.6072693, 4.035534, -9.6268635)$250.32892$0$4.0$5N$(15.139702, 4.0783644, -11.192423)$309.1689$0$10.0$
5412$B(13.725686, 4.929757, 9.151858)$0P$(13.713413, 4.0784807, 9.323111)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.532555, 4.0764494, -19.568201)$312.02847$0$4.0$2A$(2.117935, 4.07693, -10.608524)$274.3656$0$4.0$3A$(16.72913, 4.0731487, 5.1482387)$285.90103$0$4.0$4A$(4.6072693, 4.035534, -9.6268635)$250.66418$0$4.0$5N$(15.139702, 4.0783644, -11.192423)$309.1689$0$10.0$
5413$B(13.725686, 4.929757, 9.151858)$0P$(13.713413, 4.0784807, 9.323111)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.532555, 4.0764494, -19.568201)$312.02847$0$4.0$2A$(2.117935, 4.07693, -10.608524)$274.3656$0$4.0$3A$(16.72913, 4.0731487, 5.1482387)$285.90103$0$4.0$4A$(4.6072693, 4.035534, -9.6268635)$250.32367$0$4.0$5N$(15.139702, 4.0783644, -11.192423)$309.1689$0$10.0$
5414$B(13.725686, 4.929757, 9.151858)$0P$(13.713413, 4.0784807, 9.323111)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.532555, 4.0764494, -19.568201)$312.02847$0$4.0$2A$(2.117935, 4.07693, -10.608524)$274.3656$0$4.0$3A$(16.72913, 4.0731487, 5.1482387)$285.90103$0$4.0$4A$(4.6072693, 4.035534, -9.6268635)$250.93925$0$4.0$5N$(15.139702, 4.0783644, -11.192423)$309.1689$0$10.0$
5415$B(13.725686, 4.929757, 9.151858)$0P$(13.613414, 4.0784473, 9.322887)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.48214, 4.0765357, -19.53012)$312.02847$0$4.0$2A$(2.054474, 4.076799, -10.609157)$273.7752$0$4.0$3A$(16.668325, 4.0741663, 5.160292)$285.90103$0$4.0$4A$(4.542397, 4.032809, -9.642226)$250.34888$0$4.0$5N$(15.1267805, 4.0756392, -11.181896)$309.1689$0$10.0$
5416$B(13.625687, 4.9297237, 9.151635)$0P$(13.613414, 4.0784473, 9.322887)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.48214, 4.0765357, -19.53012)$312.02847$0$4.0$2A$(2.054474, 4.076799, -10.609157)$273.7752$0$4.0$3A$(16.668325, 4.0741663, 5.160292)$285.90103$0$4.0$4A$(4.542397, 4.032809, -9.642226)$250.75539$0$0.0$5N$(15.1267805, 4.0756392, -11.181896)$309.1689$0$10.0$
5417$B(13.625687, 4.9297237, 9.151635)$0P$(13.613414, 4.0784473, 9.322887)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.48214, 4.0765357, -19.53012)$312.02847$0$4.0$2A$(2.054474, 4.076799, -10.609157)$273.7752$0$4.0$3A$(16.668325, 4.0741663, 5.160292)$285.90103$0$4.0$4A$(4.542397, 4.032809, -9.642226)$251.21306$0$4.0$5N$(15.139702, 4.0783644, -11.192423)$309.1689$0$10.0$
5418$B(13.625687, 4.9297237, 9.151635)$0P$(13.613414, 4.0784473, 9.322887)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.48214, 4.0765357, -19.53012)$312.02847$0$4.0$2A$(2.054474, 4.076799, -10.609157)$273.7752$0$4.0$3A$(16.668325, 4.0741663, 5.160292)$285.90103$0$4.0$4A$(4.542397, 4.032809, -9.642226)$250.87268$0$4.0$5N$(15.139702, 4.0783644, -11.192423)$309.1689$0$10.0$
5419$B(13.625687, 4.9297237, 9.151635)$0P$(13.613414, 4.0784473, 9.322887)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.48214, 4.0765357, -19.53012)$312.02847$0$4.0$2A$(2.054474, 4.076799, -10.609157)$273.7752$0$4.0$3A$(16.668325, 4.0741663, 5.160292)$285.90103$0$4.0$4A$(4.542397, 4.032809, -9.642226)$250.55492$0$4.0$5N$(15.139702, 4.0783644, -11.192423)$309.1689$0$10.0$
5420$B(13.625687, 4.9297237, 9.151635)$0P$(13.613414, 4.0784473, 9.322887)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.48214, 4.0765357, -19.53012)$312.02847$0$4.0$2A$(2.054474, 4.076799, -10.609157)$273.7752$0$4.0$3A$(16.668325, 4.0741663, 5.160292)$285.90103$0$4.0$4A$(4.542397, 4.032809, -9.642226)$250.55492$0$4.0$5N$(15.062173, 4.0784883, -11.129262)$309.1689$0$10.0$
5421$B(13.625687, 4.9297237, 9.151635)$0P$(13.613414, 4.0784473, 9.322887)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.48214, 4.0765357, -19.53012)$312.02847$0$4.0$2A$(2.054474, 4.076799, -10.609157)$273.7752$0$4.0$3A$(16.668325, 4.0741663, 5.160292)$285.90103$0$4.0$4A$(4.542397, 4.032809, -9.642226)$250.25352$0$4.0$5N$(15.062173, 4.0784883, -11.129262)$309.1689$0$10.0$
5422$B(13.625687, 4.9297237, 9.151635)$0P$(13.613414, 4.0784473, 9.322887)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.48214, 4.0765357, -19.53012)$312.02847$0$4.0$2A$(2.054474, 4.076799, -10.609157)$273.7752$0$4.0$3A$(16.668325, 4.0741663, 5.160292)$285.90103$0$4.0$4A$(4.542397, 4.032809, -9.642226)$250.86008$0$0.0$5N$(15.062173, 4.0784883, -11.129262)$309.1689$0$10.0$
5423$B(13.625687, 4.9297237, 9.151635)$0P$(13.613414, 4.0784473, 9.322887)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.48214, 4.0765357, -19.53012)$312.02847$0$4.0$2A$(2.054474, 4.076799, -10.609157)$273.7752$0$4.0$3A$(16.668325, 4.0741663, 5.160292)$285.90103$0$4.0$4A$(4.542397, 4.032809, -9.642226)$251.20528$0$4.0$5N$(15.062173, 4.0784883, -11.129262)$309.1689$0$10.0$
5424$B(13.625687, 4.9297237, 9.151635)$0P$(13.513414, 4.0782423, 9.322664)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.4317, 4.076606, -19.49204)$312.02847$0$4.0$2A$(1.9906341, 4.07638, -10.610173)$273.7752$0$4.0$3A$(16.607313, 4.075039, 5.1721807)$285.484$0$4.0$4A$(4.4920015, 4.041867, -9.654812)$250.78827$0$0.0$5N$(15.049252, 4.075763, -11.118735)$309.1689$0$10.0$
5425$B(13.525687, 4.9295187, 9.151412)$0P$(13.513414, 4.0782423, 9.322664)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.4317, 4.076606, -19.49204)$312.02847$0$4.0$2A$(1.9906341, 4.07638, -10.610173)$273.7752$0$4.0$3A$(16.607313, 4.075039, 5.1721807)$285.484$0$4.0$4A$(4.4920015, 4.041867, -9.654812)$250.78827$0$4.0$5N$(15.049252, 4.075763, -11.118735)$309.1689$0$10.0$
5426$B(13.525687, 4.9295187, 9.151412)$0P$(13.513414, 4.0782423, 9.322664)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.4317, 4.076606, -19.49204)$312.02847$0$4.0$2A$(1.9906341, 4.07638, -10.610173)$273.7752$0$4.0$3A$(16.607313, 4.075039, 5.1721807)$285.484$0$4.0$4A$(4.4920015, 4.041867, -9.654812)$250.48941$0$4.0$5N$(15.049252, 4.075763, -11.118735)$309.1689$0$10.0$
5427$B(13.525687, 4.9295187, 9.151412)$0P$(13.513414, 4.0782423, 9.322664)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.4317, 4.076606, -19.49204)$312.02847$0$4.0$2A$(1.9906341, 4.07638, -10.610173)$273.7752$0$4.0$3A$(16.607313, 4.075039, 5.1721807)$285.484$0$4.0$4A$(4.4920015, 4.041867, -9.654812)$250.81354$0$4.0$5N$(14.984644, 4.0783663, -11.066101)$309.1689$0$10.0$
5428$B(13.525687, 4.9295187, 9.151412)$0P$(13.513414, 4.0782423, 9.322664)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.4317, 4.076606, -19.49204)$312.02847$0$4.0$2A$(1.9906341, 4.07638, -10.610173)$273.7752$0$4.0$3A$(16.607313, 4.075039, 5.1721807)$285.484$0$4.0$4A$(4.4920015, 4.041867, -9.654812)$250.48044$0$4.0$5N$(14.984644, 4.0783663, -11.066101)$309.1689$0$10.0$
5429$B(13.525687, 4.9295187, 9.151412)$0P$(13.513414, 4.0782423, 9.322664)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.4317, 4.076606, -19.49204)$312.02847$0$4.0$2A$(1.9906341, 4.07638, -10.610173)$273.7752$0$4.0$3A$(16.607313, 4.075039, 5.1721807)$285.484$0$4.0$4A$(4.4920015, 4.041867, -9.654812)$250.82501$0$4.0$5N$(14.984644, 4.0783663, -11.066101)$309.1689$0$10.0$
5430$B(13.525687, 4.9295187, 9.151412)$0P$(13.513414, 4.0782423, 9.322664)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.4317, 4.076606, -19.49204)$312.02847$0$4.0$2A$(1.9906341, 4.07638, -10.610173)$273.7752$0$4.0$3A$(16.607313, 4.075039, 5.1721807)$285.484$0$4.0$4A$(4.4920015, 4.041867, -9.654812)$251.16377$0$0.0$5N$(14.984644, 4.0783663, -11.066101)$309.1689$0$10.0$
5431$B(13.525687, 4.9295187, 9.151412)$0P$(13.513414, 4.0782423, 9.322664)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.4317, 4.076606, -19.49204)$312.02847$0$4.0$2A$(1.9906341, 4.07638, -10.610173)$273.7752$0$4.0$3A$(16.607313, 4.075039, 5.1721807)$285.484$0$4.0$4A$(4.4920015, 4.041867, -9.654812)$250.62413$0$4.0$5N$(14.984644, 4.0783663, -11.066101)$309.1689$0$10.0$
5432$B(13.525687, 4.9295187, 9.151412)$0P$(13.513414, 4.0782423, 9.322664)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.4317, 4.076606, -19.49204)$312.02847$0$4.0$2A$(1.9906341, 4.07638, -10.610173)$273.7752$0$4.0$3A$(16.607313, 4.075039, 5.1721807)$285.484$0$4.0$4A$(4.4920015, 4.041867, -9.654812)$251.02785$0$4.0$5N$(14.984644, 4.0783663, -11.066101)$309.1689$0$10.0$
5433$B(13.525687, 4.9295187, 9.151412)$0P$(13.413412, 4.0784883, 9.322441)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.381237, 4.0766635, -19.453964)$312.02847$0$4.0$2A$(1.9274774, 4.076476, -10.61148)$273.076$0$4.0$3A$(16.541838, 4.072314, 5.1847224)$285.484$0$4.0$4A$(4.4255857, 4.0391417, -9.66059)$251.72707$0$4.0$5N$(14.984644, 4.0783663, -11.066101)$309.1689$0$10.0$
5434$B(13.425685, 4.9297647, 9.151189)$0P$(13.413412, 4.0784883, 9.322441)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.381237, 4.0766635, -19.453964)$312.02847$0$4.0$2A$(1.9274774, 4.076476, -10.61148)$273.076$0$4.0$3A$(16.541838, 4.072314, 5.1847224)$285.484$0$4.0$4A$(4.4255857, 4.0391417, -9.66059)$251.2661$0$0.0$5N$(14.984644, 4.0783663, -11.066101)$309.1689$0$10.0$
5435$B(13.425685, 4.9297647, 9.151189)$0P$(13.413412, 4.0784883, 9.322441)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.381237, 4.0766635, -19.453964)$312.02847$0$4.0$2A$(1.9274774, 4.076476, -10.61148)$273.076$0$4.0$3A$(16.541838, 4.072314, 5.1847224)$285.484$0$4.0$4A$(4.4255857, 4.0391417, -9.66059)$250.8798$0$4.0$5N$(14.984644, 4.0783663, -11.066101)$309.1689$0$10.0$
5436$B(13.425685, 4.9297647, 9.151189)$0P$(13.413412, 4.0784883, 9.322441)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.381237, 4.0766635, -19.453964)$312.02847$0$4.0$2A$(1.9274774, 4.076476, -10.61148)$273.076$0$4.0$3A$(16.541838, 4.072314, 5.1847224)$285.484$0$4.0$4A$(4.4255857, 4.0391417, -9.66059)$251.15396$0$4.0$5N$(14.907115, 4.078493, -11.00294)$309.1689$0$10.0$
5437$B(13.425685, 4.9297647, 9.151189)$0P$(13.413412, 4.0784883, 9.322441)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.381237, 4.0766635, -19.453964)$312.02847$0$4.0$2A$(1.9274774, 4.076476, -10.61148)$273.076$0$4.0$3A$(16.541838, 4.072314, 5.1847224)$285.484$0$4.0$4A$(4.4255857, 4.0391417, -9.66059)$251.45563$0$4.0$5N$(14.907115, 4.078493, -11.00294)$309.1689$0$10.0$
5438$B(13.425685, 4.9297647, 9.151189)$0P$(13.413412, 4.0784883, 9.322441)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.381237, 4.0766635, -19.453964)$312.02847$0$4.0$2A$(1.9274774, 4.076476, -10.61148)$273.076$0$4.0$3A$(16.541838, 4.072314, 5.1847224)$285.484$0$4.0$4A$(4.4255857, 4.0391417, -9.66059)$251.1331$0$4.0$5N$(14.907115, 4.078493, -11.00294)$309.1689$0$10.0$
5439$B(13.425685, 4.9297647, 9.151189)$0P$(13.413412, 4.0784883, 9.322441)$269.16403$leftShoulderJoint:(0.35025397, 0.22694884, -2.7602869E-9, 0.9087444);leftElbowJoint:(-0.9438877, 0.021546919, -2.7388343E-9, 0.3295632);rightShoulderJoint:(-0.2171124, 0.16770981, 2.7117048E-8, 0.9616318);rightElbowJoint:(0.9128341, 0.0095983045, 2.34057E-8, 0.40821794);$10.0$1A$(20.381237, 4.0766635, -19.453964)$312.02847$0$4.0$2A$(1.9274774, 4.076476, -10.61148)$273.076$0$4.0$3A$(16.541838, 4.072314, 5.1847224)$285.484$0$4.0$4A$(4.4255857, 4.0391417, -9.66059)$250.52025$0$4.0$5N$(14.907115, 4.078493, -11.00294)$309.1689$0$10.0$
5440$B(13.426516, 4.9196725, 9.150449)$0P$(13.413412, 4.0784883, 9.322441)$269.16403$leftShoulderJoint:(0.3497406, 0.22815625, -2.721766E-9, 0.9086398);leftElbowJoint:(-0.9440066, 0.018804992, -2.390307E-9, 0.3293902);rightShoulderJoint:(-0.21745475, 0.16675532, 2.6997695E-8, 0.9617204);rightElbowJoint:(0.9127517, 0.01208117, 2.3403587E-8, 0.40833622);$10.0$1A$(20.381237, 4.0766635, -19.453964)$312.02847$0$4.0$2A$(1.9274774, 4.076476, -10.61148)$273.076$0$4.0$3A$(16.541838, 4.072314, 5.1847224)$285.484$0$4.0$4A$(4.4255857, 4.0391417, -9.66059)$250.1889$0$4.0$5N$(14.907115, 4.078493, -11.00294)$309.1689$0$10.0$
5441$B(13.42437, 4.9196725, 9.150392)$0P$(13.313412, 4.0786166, 9.322218)$269.16403$leftShoulderJoint:(0.3497406, 0.22815625, -2.721766E-9, 0.9086398);leftElbowJoint:(-0.9440066, 0.018804992, -2.390307E-9, 0.3293902);rightShoulderJoint:(-0.21745475, 0.16675532, 2.6997695E-8, 0.9617204);rightElbowJoint:(0.9127517, 0.01208117, 2.3403587E-8, 0.40833622);$10.0$1A$(20.330765, 4.076719, -19.415897)$312.02847$0$4.0$2A$(1.8646618, 4.076819, -10.612929)$273.076$0$4.0$3A$(16.481068, 4.073457, 5.196163)$285.484$0$4.0$4A$(4.365754, 4.0364165, -9.689994)$249.80556$0$4.0$5N$(14.894194, 4.075768, -10.9924135)$309.1689$0$10.0$
